,Unnamed: 0,Date,close,high,low,open,volumefrom,volumeto,candlestick_pattern,candlestick_match_count
235,235,2019-09-30,8314.62,8372.24,7736.96,8065.26,50440.1,407250929.38,NO_PATTERN,0.0
236,236,2019-10-01,8326.64,8537.6,8212.01,8314.62,42368.0,355446344.41,CDLRICKSHAWMAN_Bull,5.0
237,237,2019-10-02,8391.52,8403.51,8186.3,8326.64,24785.21,205325219.19,NO_PATTERN,0.0
238,238,2019-10-03,8246.3,8434.63,8105.02,8391.52,30435.91,250685863.87,NO_PATTERN,0.0
239,239,2019-10-04,8168.05,8267.11,8021.3,8246.3,26268.19,214500278.91,CDLHAMMER_Bull,1.0
240,240,2019-10-05,8172.48,8232.25,8052.51,8168.05,17371.63,141685742.42,CDLRICKSHAWMAN_Bull,5.0
241,241,2019-10-06,7868.31,8221.03,7822.65,8172.48,30026.91,239636660.01,CDLHIKKAKE_Bull,1.0
242,242,2019-10-07,8215.11,8326.01,7798.09,7868.31,39653.14,321239400.73,NO_PATTERN,0.0
243,243,2019-10-08,8191.87,8354.19,8126.71,8215.11,21060.16,173334218.05,CDLRICKSHAWMAN_Bull,5.0
244,244,2019-10-09,8593.16,8697.56,8132.74,8191.87,47097.59,398201725.27,CDLHIKKAKE_Bull,1.0
245,245,2019-10-10,8596.57,8672.58,8466.13,8593.16,29187.08,250267419.87,CDLRICKSHAWMAN_Bull,5.0
246,246,2019-10-11,8278.05,8834.11,8259.77,8596.57,38612.05,326882172.42,CDLCLOSINGMARUBOZU_Bear,1.0
247,247,2019-10-12,8316.66,8439.44,8272.12,8278.05,11037.58,92609964.73,NO_PATTERN,0.0
248,248,2019-10-13,8296.34,8498.59,8194.16,8316.66,20190.99,168896951.15,CDLRICKSHAWMAN_Bull,5.0
249,249,2019-10-14,8363.94,8414.24,8228.06,8296.34,17507.78,146015532.85,NO_PATTERN,0.0
250,250,2019-10-15,8173.48,8439.31,8116.92,8363.94,24899.11,205674618.32,NO_PATTERN,0.0
251,251,2019-10-16,8014.39,8193.41,7945.77,8173.48,34102.92,274670310.13,NO_PATTERN,0.0
252,252,2019-10-17,8082.46,8145.5,7948.95,8014.39,21657.02,175172893.7,NO_PATTERN,0.0
253,253,2019-10-18,7972.62,8157.36,7850.66,8082.46,27732.54,221065928.44,NO_PATTERN,0.0
254,254,2019-10-19,7973.63,8108.69,7919.05,7972.62,17875.39,143202359.39,CDLRICKSHAWMAN_Bull,5.0
255,255,2019-10-20,8247.25,8326.13,7911.49,7973.63,25287.68,205394286.06,NO_PATTERN,0.0
256,256,2019-10-21,8223.25,8359.52,8177.11,8247.25,22831.65,188511539.86,CDLRICKSHAWMAN_Bull,4.0
257,257,2019-10-22,8034.5,8318.41,8021.36,8223.25,24453.79,200593851.39,CDLCLOSINGMARUBOZU_Bear,1.0
258,258,2019-10-23,7479.54,8071.8,7336.06,8034.5,60122.39,457672451.42,NO_PATTERN,0.0
259,259,2019-10-24,7444.2,7524.31,7370.13,7479.54,28580.18,213663114.76,CDLSPINNINGTOP_Bear,1.0
260,260,2019-10-25,8671.1,8783.85,7431.2,7444.2,79777.72,656574822.36,CDLBELTHOLD_Bull,2.0
261,261,2019-10-26,9258.98,10380.48,8654.84,8671.1,154648.62,1457875080.4,CDLBELTHOLD_Bull,1.0
262,262,2019-10-27,9550.6,9805.42,9114.58,9258.98,64673.13,614726341.04,NO_PATTERN,0.0
263,263,2019-10-28,9222.23,9934.71,9201.49,9550.6,54907.49,522287119.66,CDLHIKKAKE_Bear,1.0
264,264,2019-10-29,9432.86,9565.11,9099.36,9222.23,40284.46,377872980.92,NO_PATTERN,0.0
265,265,2019-10-30,9169.86,9441.8,9018.3,9432.86,34376.01,315824657.23,NO_PATTERN,0.0
266,266,2019-10-31,9157.52,9423.16,8972.0,9169.86,35891.86,329788397.17,CDLMATCHINGLOW_Bull,6.0
267,267,2019-11-01,9260.59,9308.62,9072.62,9157.52,27365.39,251360754.52,NO_PATTERN,0.0
268,268,2019-11-02,9311.99,9400.44,9223.46,9260.59,17135.45,159847329.63,CDLLONGLEGGEDDOJI_Bull,4.0
269,269,2019-11-03,9221.61,9396.1,9108.22,9311.99,15670.3,144662760.99,NO_PATTERN,0.0
270,270,2019-11-04,9421.54,9578.74,9141.0,9221.61,29435.09,275923701.7,NO_PATTERN,0.0
271,271,2019-11-05,9323.61,9495.36,9196.64,9421.54,24971.55,233491267.4,NO_PATTERN,0.0
272,272,2019-11-06,9347.27,9455.53,9269.82,9323.61,22338.76,208985449.5,CDLRICKSHAWMAN_Bull,5.0
273,273,2019-11-07,9208.52,9382.63,9114.14,9347.27,21322.07,196879610.6,CDLBELTHOLD_Bear,2.0
274,274,2019-11-08,8772.31,9263.83,8682.74,9208.52,41674.91,371135404.96,NO_PATTERN,0.0
275,275,2019-11-09,8822.19,8881.08,8732.62,8772.31,13145.33,116025279.26,NO_PATTERN,0.0
276,276,2019-11-10,9045.85,9126.98,8767.94,8822.19,18134.09,162649216.87,CDLHIKKAKE_Bear,1.0
277,277,2019-11-11,8726.31,9084.49,8619.78,9045.85,25750.4,226035620.33,CDLHIKKAKE_Bear,1.0
278,278,2019-11-12,8815.14,8868.85,8576.09,8726.31,22305.54,194901130.1,NO_PATTERN,0.0
279,279,2019-11-13,8773.82,8840.33,8721.68,8815.14,15828.57,138900524.48,NO_PATTERN,0.0
280,280,2019-11-14,8640.42,8811.04,8584.92,8773.82,18999.7,164630654.03,CDLHIKKAKE_Bull,1.0
281,281,2019-11-15,8468.57,8773.4,8393.29,8640.42,31281.14,267441968.16,NO_PATTERN,0.0
282,282,2019-11-16,8498.94,8539.42,8442.03,8468.57,9355.13,79597461.02,NO_PATTERN,0.0
283,283,2019-11-17,8515.28,8641.12,8411.3,8498.94,14296.75,122271717.68,CDLRICKSHAWMAN_Bull,5.0
284,284,2019-11-18,8190.16,8537.87,8075.63,8515.28,30048.32,250358969.38,CDLBELTHOLD_Bear,1.0
285,285,2019-11-19,8133.57,8215.95,8016.54,8190.16,24402.6,198180594.35,NO_PATTERN,0.0
286,286,2019-11-20,8093.6,8232.23,8047.73,8133.57,18105.11,147086043.41,CDLSPINNINGTOP_Bear,1.0
287,287,2019-11-21,7632.59,8133.73,7437.33,8093.6,45760.44,354377783.29,NO_PATTERN,0.0
288,288,2019-11-22,7292.2,7721.9,6815.03,7632.59,94065.31,680349857.19,NO_PATTERN,0.0
289,289,2019-11-23,7339.24,7368.18,7119.41,7292.2,25474.86,185099411.4,NO_PATTERN,0.0
290,290,2019-11-24,6930.09,7364.59,6888.89,7339.24,35108.24,249710266.27,CDLBELTHOLD_Bear,2.0
291,291,2019-11-25,7138.23,7386.06,6560.13,6930.09,85742.76,596056755.83,NO_PATTERN,0.0
292,292,2019-11-26,7170.11,7350.44,7042.5,7138.23,36264.64,259675008.66,CDLRICKSHAWMAN_Bull,5.0
293,293,2019-11-27,7531.5,7681.51,6873.1,7170.11,66406.48,485895588.26,CDLHIKKAKE_Bull,1.0
294,294,2019-11-28,7442.33,7663.45,7388.79,7531.5,29886.7,225350756.08,NO_PATTERN,0.0
295,295,2019-11-29,7769.38,7872.17,7425.49,7442.33,37243.54,285280637.6,CDLBELTHOLD_Bull,2.0
296,296,2019-11-30,7571.77,7821.01,7487.1,7769.38,24778.5,189533166.63,NO_PATTERN,0.0
297,297,2019-12-01,7420.53,7575.5,7261.95,7571.77,30676.77,226245528.68,CDLHAMMER_Bull,2.0
298,298,2019-12-02,7320.94,7442.62,7193.09,7420.53,25163.31,184009273.35,CDLHAMMER_Bull,1.0
299,299,2019-12-03,7313.64,7420.34,7260.93,7320.94,18521.73,135997337.7,CDLMATCHINGLOW_Bull,6.0
300,300,2019-12-04,7207.78,7764.68,7110.76,7313.64,49046.2,360525572.37,NO_PATTERN,0.0
301,301,2019-12-05,7406.75,7492.96,7175.85,7207.78,30054.36,220875659.79,CDLBELTHOLD_Bull,1.0
302,302,2019-12-06,7558.58,7607.79,7323.86,7406.75,28169.83,209851296.57,CDLHIKKAKE_Bear,1.0
303,303,2019-12-07,7514.86,7640.51,7503.1,7558.58,14093.87,106572219.77,NO_PATTERN,0.0
304,304,2019-12-08,7539.7,7594.8,7414.51,7514.86,15949.09,120000308.79,CDLRICKSHAWMAN_Bull,5.0
305,305,2019-12-09,7350.62,7667.04,7296.42,7539.7,35089.72,262161330.42,NO_PATTERN,0.0
306,306,2019-12-10,7233.84,7403.64,7176.42,7350.62,23348.59,170419385.84,NO_PATTERN,0.0
307,307,2019-12-11,7212.01,7284.74,7167.13,7233.84,19799.94,143267855.45,CDLRICKSHAWMAN_Bull,5.0
308,308,2019-12-12,7199.39,7307.96,7105.35,7212.01,28003.83,201666958.32,CDLRICKSHAWMAN_Bull,5.0
309,309,2019-12-13,7261.72,7308.08,7199.39,7199.39,18725.31,135777984.61,NO_PATTERN,0.0
310,310,2019-12-14,7080.29,7283.78,7033.14,7261.72,15624.21,111796861.42,CDLBELTHOLD_Bear,1.0
311,311,2019-12-15,7132.39,7204.93,7030.37,7080.29,15972.7,113742866.17,NO_PATTERN,0.0
312,312,2019-12-16,6897.33,7172.46,6869.19,7132.39,39619.58,278223344.11,NO_PATTERN,0.0
313,313,2019-12-17,6635.84,6948.12,6585.46,6897.33,46023.51,310739632.42,NO_PATTERN,0.0
314,314,2019-12-18,7294.53,7442.26,6450.69,6635.84,71573.09,491429584.47,NO_PATTERN,0.0
315,315,2019-12-19,7159.26,7376.98,7057.66,7294.53,34799.1,249541907.16,NO_PATTERN,0.0
316,316,2019-12-20,7203.41,7234.56,7094.06,7159.26,23556.25,168963964.55,NO_PATTERN,0.0
317,317,2019-12-21,7159.47,7213.86,7132.82,7203.41,12101.12,86864836.52,NO_PATTERN,0.0
318,318,2019-12-22,7517.58,7527.4,7143.17,7159.47,27325.26,200586646.53,CDLBELTHOLD_Bull,5.0
319,319,2019-12-23,7326.6,7694.65,7275.28,7517.58,44770.93,336425000.06,NO_PATTERN,0.0
320,320,2019-12-24,7260.91,7429.42,7175.5,7326.6,27770.75,203013413.87,CDLSPINNINGTOP_Bear,1.0
321,321,2019-12-25,7202.72,7280.52,7132.3,7260.91,15012.21,108513256.34,CDLHAMMER_Bull,1.0
322,322,2019-12-26,7207.23,7442.21,7167.44,7202.72,23254.3,169067214.27,CDLLONGLEGGEDDOJI_Bull,4.0
323,323,2019-12-27,7253.82,7267.46,7061.61,7207.23,25489.38,183588691.22,CDLHAMMER_Bull,1.0
324,324,2019-12-28,7316.23,7368.09,7253.61,7253.82,14542.71,106581355.23,NO_PATTERN,0.0
325,325,2019-12-29,7399.49,7540.65,7295.33,7316.23,18230.94,135257936.53,NO_PATTERN,0.0
326,326,2019-12-30,7234.44,7414.07,7224.79,7399.49,23030.92,168180498.67,CDLCLOSINGMARUBOZU_Bear,3.0
327,327,2019-12-31,7183.88,7325.24,7141.94,7234.44,19424.26,140384995.27,NO_PATTERN,0.0
328,328,2020-01-01,7189.94,7267.16,7171.82,7183.88,11872.0,85986188.11,CDLRICKSHAWMAN_Bull,5.0
329,329,2020-01-02,6965.72,7224.84,6945.83,7189.94,26531.32,187393954.35,CDLCLOSINGMARUBOZU_Bear,2.0
330,330,2020-01-03,7339.7,7407.11,6882.62,6965.72,51975.01,376690440.38,CDLHIKKAKE_Bull,1.0
331,331,2020-01-04,7357.5,7405.75,7278.6,7339.7,22083.57,162106895.05,CDLRICKSHAWMAN_Bull,5.0
332,332,2020-01-05,7359.96,7501.42,7330.07,7357.5,24084.13,179147746.87,CDLLONGLEGGEDDOJI_Bull,5.0
333,333,2020-01-06,7762.69,7799.63,7355.11,7359.96,46443.66,352286216.6,CDLBELTHOLD_Bull,1.0
334,334,2020-01-07,8160.36,8218.63,7736.57,7762.69,75423.75,600054472.25,NO_PATTERN,0.0
335,335,2020-01-08,8045.15,8458.65,7873.97,8160.36,85087.59,699004342.7,CDLSPINNINGTOP_Bear,1.0
336,336,2020-01-09,7817.35,8047.11,7757.04,8045.15,40045.64,316199456.84,CDLBELTHOLD_Bear,1.0
337,337,2020-01-10,8190.31,8192.05,7682.56,7817.35,55534.09,441131626.25,CDLCLOSINGMARUBOZU_Bull,1.0
338,338,2020-01-11,8024.58,8287.42,8003.87,8190.31,30734.63,250060123.9,NO_PATTERN,0.0
339,339,2020-01-12,8181.49,8185.14,7968.4,8024.58,17525.61,142197585.82,NO_PATTERN,0.0
340,340,2020-01-13,8106.56,8200.4,8057.37,8181.49,22746.0,184437465.66,NO_PATTERN,0.0
341,341,2020-01-14,8820.95,8874.07,8106.4,8106.56,89444.78,768098459.01,CDLBELTHOLD_Bull,1.0
342,342,2020-01-15,8813.21,8890.04,8559.93,8820.95,50394.79,441186933.78,CDLLONGLEGGEDDOJI_Bull,4.0
343,343,2020-01-16,8719.63,8846.78,8586.56,8813.21,33539.82,290989712.92,NO_PATTERN,0.0
344,344,2020-01-17,8894.83,9004.35,8665.99,8719.63,48787.4,432856377.78,CDLHIKKAKE_Bear,1.0
345,345,2020-01-18,8909.28,8974.65,8807.26,8894.83,19872.9,176837362.25,CDLRICKSHAWMAN_Bull,5.0
346,346,2020-01-19,8702.59,9177.39,8508.15,8909.28,47750.9,421483277.31,NO_PATTERN,0.0
347,347,2020-01-20,8634.03,8737.36,8521.52,8702.59,21888.47,189247381.47,NO_PATTERN,0.0
348,348,2020-01-21,8724.84,8771.75,8479.9,8634.03,22731.19,196404470.17,NO_PATTERN,0.0
349,349,2020-01-22,8667.26,8793.74,8582.43,8724.84,17278.13,149906743.85,CDLSPINNINGTOP_Bear,1.0
350,350,2020-01-23,8394.28,8680.93,8290.98,8667.26,38348.08,323273085.37,CDLBELTHOLD_Bear,1.0
351,351,2020-01-24,8431.78,8517.5,8225.83,8394.28,27811.03,233502998.73,CDLHIGHWAVE_Bull,2.0
352,352,2020-01-25,8345.88,8444.32,8263.42,8431.78,14296.82,119345600.29,NO_PATTERN,0.0
353,353,2020-01-26,8602.37,8605.33,8302.57,8345.88,22444.54,189985702.21,CDLCLOSINGMARUBOZU_Bull,2.0
354,354,2020-01-27,8898.94,8991.01,8572.37,8602.37,37524.75,329416202.64,CDLBELTHOLD_Bull,1.0
355,355,2020-01-28,9391.97,9407.39,8892.58,8898.94,51850.54,471220882.55,CDLBELTHOLD_Bull,3.0
356,356,2020-01-29,9286.18,9429.16,9234.27,9391.97,36978.22,345265419.21,NO_PATTERN,0.0
357,357,2020-01-30,9501.38,9561.26,9181.72,9286.18,45852.79,430815723.66,NO_PATTERN,0.0
358,358,2020-01-31,9342.23,9518.87,9208.36,9501.38,31334.26,292627757.98,NO_PATTERN,0.0
359,359,2020-02-01,9384.45,9455.92,9296.57,9342.23,14778.25,138614091.6,CDLSPINNINGTOP_Bull,1.0
360,360,2020-02-02,9334.25,9469.84,9169.21,9384.45,24059.37,225322638.39,CDLSPINNINGTOP_Bear,1.0
361,361,2020-02-03,9288.96,9605.66,9230.83,9334.25,33363.87,312315107.48,CDLSPINNINGTOP_Bear,1.0
362,362,2020-02-04,9171.98,9347.12,9089.52,9288.96,26614.92,244997961.95,NO_PATTERN,0.0
363,363,2020-02-05,9611.42,9750.28,9162.98,9171.98,47150.99,448381299.88,CDLBELTHOLD_Bull,1.0
364,364,2020-02-06,9755.84,9853.08,9533.37,9611.42,42264.62,410313693.85,NO_PATTERN,0.0
365,365,2020-02-07,9753.94,9866.18,9714.16,9755.84,23182.59,226729970.87,CDLRICKSHAWMAN_Bull,5.0
